source_db,search_query,title,abstract,authors,year,journal,doi,openalex_id,ss_id,screen_decision,exclusion_reason
OpenAlex,Future studies Fisheries Research,"Conservation and fisheries effects of spawning aggregation marine protected areas: What we know, where we should go, and what we need to get there","Abstract There is a global trend in the depletion of transient reef fish spawning aggregations (“FSAs”), making them a primary target for management with marine protected areas (MPAs). Here, we review the observed and likely effectiveness of FSA MPAs, discuss how future studies could fill knowledge gaps, and provide recommendations for MPA design based on species' life history and behaviour, enforcement potential, and management goals. Modelling studies indicate that FSA MPAs can increase spawning-stock biomass and normalize sex ratio in protogynous fish populations, unless fishing mortality remains high outside protected FSA sites and spawning times. In the field, observations of no change or continued decline in spawning biomass are more common than population recovery. When empirical studies suggest that FSA MPAs may not benefit fish productivity or recovery, extenuating factors such as insufficient time since MPA creation, poor or lack of enforcement, inadequate design, and poorly defined management objectives are generally blamed rather than failure of the MPA concept. Results from both the empirical and modelling literature indicate that FSA MPAs may not improve exploitable biomass and fisheries yields; however, investigations are currently too limited to draw conclusions on this point. To implement effective FSA MPAs, additional modelling work, long-term monitoring programmes at FSA sites, and collections of fisheries-dependent data are required, with greater attention paid to the design and enforcement of area closures. We recommend a harmonized, adaptive approach that combines FSA MPA design with additional management measures to achieve explicitly stated objectives. Conservation objectives and, therefore, an overall reduction in mortality rates should be targeted first. Fisheries objectives build on conservation objectives, in that they require an overall reduction in mortality rates while maintaining sufficient access to exploitable biomass. Communication among researchers, regulatory agencies, park authorities, and fishers will be paramount for effective action, along with significant funds for implementation and enforcement.",Arnaud Grüss; Jan Robinson; Selina S. Heppell; Scott A. Heppell; Brice X. Semmens,2014.0,ICES Journal of Marine Science,10.1093/icesjms/fsu038,https://openalex.org/W2102950391,,included,
OpenAlex,Future studies Fisheries Research,Artisanal Fisheries Research: A Need for Globalization?,"Given limited funds for research and widespread degradation of ecosystems, environmental scientists should geographically target their studies where they will be most effective. However, in academic areas such as conservation and natural resource management there is often a mismatch between the geographic foci of research effort/funding and research needs. The former frequently being focused in the developed world while the latter is greater in the biodiverse countries of the Global South. Here, we adopt a bibliometric approach to test this hypothesis using research on artisanal fisheries. Such fisheries occur throughout the world, but are especially prominent in developing countries where they are important for supporting local livelihoods, food security and poverty alleviation. Moreover, most artisanal fisheries in the Global South are unregulated and unmonitored and are in urgent need of science-based management to ensure future sustainability. Our results indicate that, as predicted, global research networks and centres of knowledge production are predominantly located in developed countries, indicating a global mismatch between research needs and capacity.",José Gilmar Cavalcante de Oliveira Júnior; Luana P. S. Silva; Ana C. M. Malhado; Vandick da Silva Batista; Nídia Noemi Fabré; Richard J. Ladle,2016.0,PLoS ONE,10.1371/journal.pone.0150689,https://openalex.org/W2289484488,,included,
OpenAlex,Future studies Fisheries Research,Impacts of piscivorous birds on salmonid populations and game fisheries in Scotland: a review,"Abstract The Scottish populations of salmonids are important both ecologically and economically. Game fisheries for Atlantic salmon Salmo salar, sea trout Salmo trutta trutta and brown trout Salmo trutta fari are all highly acclaimed and generate substantial levels of income for Scotland, but many populations are in decline and efforts are being made to ensure the future sustainability of these species. These declines have led to a focus on the impact of piscivorous bird predation on fish populations. The purpose of our review was to assess the evidence for population‐level impacts on salmonid populations, and/or economic impacts on Scottish game fisheries of predation by the four primary UK freshwater piscivorous bird species: cormorant Phalacrocorax carbo, goosander Mergus merganser, red‐breasted merganser Mergus serrator and grey heron Ardea cinerea. There is evidence that these birds can, in some situations, remove large numbers of fish from stocked and natural fisheries. However, a lack of information on fish population levels, the numbers and species composition of feeding birds, and robust calculations of fish consumption has hampered the conversion of the results of the existing studies into useful quantitative measures of impact. As a consequence, few studies have demonstrated any reductions in numbers of breeding fish or fish productivity due to predation by piscivorous birds, or direct economic loss to fisheries in Scotland. We support a previous recommendation for a reiterative procedure of modelling, experimentation and remodelling to assess the impacts of piscivorous birds on fisheries. Wide‐scale studies of the movements of piscivorous birds, their feeding locations in relation to river characteristics, and the factors that make fish particularly vulnerable to predation are seen as important areas for future research.",Catriona M. Harris; John Calladine; Chris Wernham; Kirsty J. Park,2008.0,Wildlife Biology,10.2981/0909-6396-14.4.395,https://openalex.org/W1990496253,,included,
OpenAlex,Future studies Fisheries Research,Towards improved socio-economic assessments of ocean acidification’s impacts,"Ocean acidification is increasingly recognized as a component of global change that could have a wide range of impacts on marine organisms, the ecosystems they live in, and the goods and services they provide humankind. Assessment of these potential socio-economic impacts requires integrated efforts between biologists, chemists, oceanographers, economists and social scientists. But because ocean acidification is a new research area, significant knowledge gaps are preventing economists from estimating its welfare impacts. For instance, economic data on the impact of ocean acidification on significant markets such as fisheries, aquaculture and tourism are very limited (if not non-existent), and non-market valuation studies on this topic are not yet available. Our paper summarizes the current understanding of future OA impacts and sets out what further information is required for economists to assess socio-economic impacts of ocean acidification. Our aim is to provide clear directions for multidisciplinary collaborative research.",Nathalie Hilmi; Denis Allemand; Sam Dupont; Alain Safa; Gunnar Haraldsson; Paulo Nunes; Chris Moore; Caroline Hattam; Stéphanie Reynaud; Jason M. Hall‐Spencer; Maoz Fine; Carol Turley; Ross A. Jeffree; James C. Orr; Philip L. Munday; Sarah Cooley,2012.0,Marine Biology,10.1007/s00227-012-2031-5,https://openalex.org/W2155673470,,included,
OpenAlex,Future studies Fisheries Research,"The limits to biogeographical distributions: insights from the northward range extension of the marine snail, <i>Kelletia kelletii</i> (Forbes, 1852)","Abstract Aim The development of accurate models predicting species range shifts in response to climate change requires studies on the population biology of species whose distributional limits are in the process of shifting. We examine the population biology of an example system using the recent northward range expansion of the marine neogastropod Kelletia kelletii (Forbes, 1852). Location This is a marine coastal shelf neogastropod species whose range extends from Isla Asuncion (Baja California, Mexico) to Monterey (CA, USA). Research sites spanned the extent of the range. Methods We examine abundance distributions and size frequency distributions of K. kelletii for evidence of factors determining historic and contemporary distributional patterns. Population studies were supplemented by historic and contemporary hydrographic data, including seawater temperature data from California Cooperative Oceanic Fisheries Investigations (CalCOFI ) and National Data Buoy Center (NDBC), and seawater circulation data. Results The structure of recently established populations varied dramatically from that of historic populations. Markedly low densities and irregular size frequency distributions characterized recently established populations and suggested only occasionally successful recruitment. The point of transition between historic and recently established populations also corresponded to the location of a gradient in seawater temperature and the confluence of two major oceanic currents. The accumulated data suggest that temperature and/or barriers to dispersal could have set both contemporary patterns in population structure as well as the former northern range limit. Main conclusions Early life stages play a critical role in determining distributional patterns of K. kelletii . Dispersal barriers and temperature limitation are two plausible mechanisms that could determine both contemporary and historic distributional patterns. Future studies on this species should attempt to tease apart the relative importance of these factors in maintaining the populations at the northern edge of the range.",Danielle C. Zacherl; Steven D. Gaines; Steve I. Lonhart,2003.0,Journal of Biogeography,10.1046/j.1365-2699.2003.00899.x,https://openalex.org/W2151549448,,included,
OpenAlex,Future studies Fisheries Research,From shared socio-economic pathways (SSPs) to oceanic system pathways (OSPs): Building policy-relevant scenarios for global oceanic ecosystems and fisheries,,Olivier Maury; Liam Campling; Haritz Arrizabalaga; Olivier Aumont; Laurent Bopp; Gorka Merino; Dale Squires; William W. L. Cheung; M. Goujon; Céline Guivarch; Stelly Lefort; Francis Marsac; Pedro Pablo Chevalier Monteagudo; Raghu Murtugudde; Henrik Österblom; Jean-François Pulvenis; Yi-Ning Ye; Bas van Ruijven,2017.0,Global Environmental Change,10.1016/j.gloenvcha.2017.06.007,https://openalex.org/W2734696605,,included,
OpenAlex,Future studies Fisheries Research,"An Overview on Morphology, Biology, and Culture of Spotted Scat <i>Scatophagus argus</i> (Linnaeus 1766)","Spotted scat Scatophagus argus is a popular aquarium species around the world due to its colorful appearance, hardiness, slow growth, and calm behavior. It has also been admired as a food fish mainly in the South and South-East Asian countries due to its good nutrient quality with high protein content and taste. Considering its importance both as ornamental and food fish, several researchers have studied on different aspects of its morphology, food and feeding habit, reproductive biology, and culture; but to date no consolidated report is available on these aspects. This report seeks to consolidate all available information on its morphology, biology, and culture and explore the scope for future research that will be beneficial for its fishery and trade. Considering the information summed up in the present report, it is evident that ample information is available on morphological characters, food, and feeding habit of Scatophagus argus without adequate knowledge on different aspects of its reproductive biology and culture. Further study is needed on these comparatively less explored aspects to support its fishery and trade in the near future.",Sandipan Gupta,2016.0,Reviews in Fisheries Science & Aquaculture,10.1080/23308249.2015.1119800,https://openalex.org/W2233183482,,included,
OpenAlex,Future studies Fisheries Research,Climate change scenarios in fisheries and aquatic conservation research,"Abstract Scenarios are central to fisheries and aquatic conservation research on climate change. Scenarios project future greenhouse-gas emissions, which climate models translate into warming projections. Recent climate research and global development trends have significantly changed our understanding of plausible emissions pathways to 2100 and climate sensitivities to emissions. Here, we review these developments and make recommendations for scenario use in fisheries and aquatic conservation research. Although emissions pathways are uncertain, recent research suggests that scenarios producing ∼3.4–4.5 W/m2 radiative forcing by 2100 (e.g. scenarios SSP2-3.4 and SSP2-4.5/RCP4.5) might be most plausible. This corresponds to ∼2–3 degrees C global warming by 2100 with median climate sensitivities, or 1.5–4 degrees C considering climate-system uncertainties. Higher- and lower-emissions scenarios (e.g. RCP2.6 and RCP6.0) might be plausible and should be explored in research. However, high-emission scenarios (RCP8.5/SSP5-8.5, SSP3-7.0) seem implausible and should be used with clear rationales and caveats to ensure results are not misinterpreted by scholars, policymakers, and media. We analyse fisheries and aquatic conservation papers published from 2015 to 2022 in major journals, and find that RCP8.5/SSP5-8.5 are the most commonly used scenarios, though RCP4.5/SSP2-4.5 use has increased since 2020. Studies predominantly project quantitative rather than qualitative differences between these scenarios’ impacts.",Matthew G. Burgess; Sarah L. Becker; Ryan E. Langendorf; Alexa Fredston; Cassandra M. Brooks,2023.0,ICES Journal of Marine Science,10.1093/icesjms/fsad045,https://openalex.org/W4362548739,,included,
OpenAlex,Future studies Fisheries Research,Reducing eutrophication increases spatial extent of communities supporting commercial fisheries: a model case study,"Abstract In this study we investigate if eutrophication management has the potential to substantially affect which areas are going to be most suitable for commercial fishing in the future. We use a spatial ecosystem model, forced by a coupled physical-biogeochemical model, to simulate the spatial distribution of functional groups within a marine ecosystem, which depends on their respective tolerances to abiotic factors, trophic interactions, and fishing. We simulate the future long-term spatial developments of the community composition and their potential implications for fisheries under three different nutrient management scenarios and changing climate. The three nutrient management scenarios result in contrasting developments of bottom oxygen concentrations and phytoplankton abundance, with substantial effects on fish production. Nutrient load reduction increases the spatial extent of the areas suitable for the commercially most valuable demersal fish predator and all types of fisheries. This suggests that strategic planning of fishery management strategies could benefit from considering future changes in species distributions due to changes in eutrophication. We show that combining approaches from climate research, physical oceanography, biogeochemistry, biogeography, and trophic ecology with economical information provides a strong foundation to produce scientific knowledge that can support a multisectoral management of ecosystems.",Barbara Bauer; H. E. Markus Meier; Michele Casini; Ayoe Hoff; Piotr Margoński; Alessandro Orio; Sofia Saraiva; Jeroen Steenbeek; Maciej T. Tomczak,2018.0,ICES Journal of Marine Science,10.1093/icesjms/fsy003,https://openalex.org/W2785556626,,included,
OpenAlex,Future studies Fisheries Research,Stable isotope discrimination (δ13C and δ15N) between soft tissues of the green sea turtle Chelonia mydas and its diet,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsTheme Sections MEPS 308:271-278 (2006) - doi:10.3354/meps308271 Stable isotope discrimination (δ13C and δ15N) between soft tissues of the green sea turtle Chelonia mydas and its diet Jeffrey A. Seminoff1,*, T. Todd Jones2, Tomoharu Eguchi1, David R. Jones2, Peter H. Dutton1 1NOAA-National Marine Fisheries Service, Southwest Fisheries Science Center, 8604 La Jolla Shores Drive, La Jolla, California 92037, USA 2Department of Zoology, University of British Columbia, 6270 University Boulevard, Vancouver, British Columbia V6T 1Z4, Canada *Email: jeffrey.seminoff@noaa.gov ABSTRACT: The foraging ecology and movements of vertebrate species have been increasingly studied via stable isotope analyses of small quantities of body tissues. However, the theoretical and experimental basis of this method remains poorly validated for most taxa despite numerous studies using these techniques in natural systems. In this study, we measured stable carbon and stable nitrogen diettissue discrimination (Δdt) in whole blood, red blood cells, blood plasma, and epidermis of 8 captive green turtles Chelonia mydas maintained on a control diet (41% protein, 12% lipids, 4% fiber) for 619 d. During the course of the study, mean straight carapace length increased from 45.2 ± 1.2 to 53.7 ± 2.1 cm, whereas mean body mass increased from 11.7 ± 0.7 to 19.9 ± 2.2 kg. Both diet and tissue isotope values remained constant throughout the study, indicating that diettissue equilibrium had been achieved. Whereas Δdt13C ranged from 1.11 (red blood cells) to +0.17 (epidermis), Δdt15N ranged from +0.22 (red blood cells) to +2.92 (blood plasma). These results contrast with the widely accepted discrimination factors of 0 to 1 for δ13C and 3 to 5 for δ15N. Comprising the initial enrichment factors available for green turtles, these data will be useful in future interpretations of field isotopic values for this species. KEY WORDS: Carbon · Chelonidae · Ectotherm · Fractionation · Isotope enrichment · Nitrogen · Reptilia Full text in pdf format PreviousNextExport citation RSS - Facebook - Tweet - linkedIn Cited by Published in MEPS Vol. 308. Online publication date: February 16, 2006 Print ISSN: 0171-8630; Online ISSN: 1616-1599 Copyright © 2006 Inter-Research.",JA Seminoff; T. Todd Jones; Tomoharu Eguchi; DR Jones; PH Dutton,2006.0,Marine Ecology Progress Series,10.3354/meps308271,https://openalex.org/W1968318776,,included,
OpenAlex,Future studies Fisheries Research,Marine Protected Areas and the Governance of Marine Ecosystems and Fisheries,"Marine protected areas (MPAs) are spatially defined marine units in which one or more human activities—particularly fishing—are restricted or prohibited. They represent a precautionary and ecosystem-based approach to ocean management (Mangel 2000; Pikitch et al. 2004; Jones 2006). The 1992 Convention for Biological Diversity set a target for 10% of the global marine area to be designated as MPAs by 2010. Progress with designating MPAs is, however, slow, MPAs covering just 1.3% of the marine area and 3.2% of marine areas under national jurisdiction. Consequently, the deadline was recently extended to 2020. Nonetheless, in the past two decades there has been a rapid increase in MPA research and implementation throughout the world. If the governance of MPAs is improved in ways we describe here, MPAs and other place-based approaches will continue to be important tools for the management of marine resources. The proportion of the world's fish stocks that are considered unsustainably harvested has declined in some important fisheries in response to improved regulation (Worm et al. 2009) and has been estimated between 28% and 33%, a level that has been fairly stable in recent years (Branch et al. 2011). Can MPAs be used to further improve the status of fish stocks and the marine ecosystems in which they are found? Marine protected areas have had stronger support in conservation policy than in fisheries science (Jones 2007), and integrating them into fisheries management remains a major challenge. The rapid increase in the size and number of MPAs has been accompanied by a similar increase in implementation of marine ecosystem-based management. Ecosystem-based approaches emphasize controlling bycatch, protecting critical habitats, and recognizing predator–prey and other ecological relations, albeit within the framework of traditional population-specific fisheries management (Rice 2011). Fisheries managers may close some areas to fishing, either permanently or temporarily, but MPAs are still poorly integrated into ecosystem-based fisheries management (Halpern et al. 2010). One reason for resistance to MPAs as a central component of ecosystem-based fishery management may be that they are a relatively new approach, whereas species-specific fisheries management has a long, if not always successful, history. Moreover, decisions about size, site selection, and disturbance levels within MPAs are technically difficult, particularly given the relatively high degree of variability and complexity in marine ecosystems (Jones 2001). Decisions about MPAs are also politically difficult. Proposals to redefine traditional fishing grounds as MPAs affect communities already limited in resource use by intensified regulatory control, competition from highly capitalized industries, pollution, and decline in fish stocks. Planners often have been inattentive to social and political issues related to marine reserves (Christie et al. 2003; Mascia et al. 2010). A second barrier to the integration of MPAs into fisheries management is an ideological dichotomy: humans as intruders in marine systems or seascapes as essentially inhabited by humans (Agardy et al. 2003; Shackeroff et al. 2009). The former perspective, imbued with the notion of wilderness (Sloan 2002), often lies behind calls for large, permanent, and completely protected (i.e., no-take) MPAs to restore ecological integrity. From the latter perspective of “peopled seascapes,” the ability to create no-take MPAs is constrained by the fact that human activities have long been fully integrated into many marine ecosystems (Fraschetti et al. 2008). This perspective underscores efforts to integrate MPAs with complementary fisheries management tools (Little et al. 2011) and to collaborate with fishing interests to design zoned and mixed-use areas, including rotational closures and other managed areas that fall short of complete and permanent closures. Governance means more than government. It refers to the formal and informal laws and traditions of a society, and a working definition is “steering human behavior through combinations of civil society, state, and market incentives to achieve strategic objectives” (Jones et al. 2011: vii). Governance of MPAs may rely on government, but it can also depend on civil society—families, social networks, and voluntary organizations and on market-related institutions—property rights, corporate businesses, and trading. Just as ecologists argue about the relative importance of top-down (e.g., fishing) versus bottom-up (e.g., planktonic productivity) drivers of ecosystem change (Micheli 1999), so policy experts argue about top-down versus bottom-up mechanisms of governance (McCay & Jentoft 1996). Top-down governance emphasizes the roles of governments and professional experts as sources of information, rules, and enforcement. It offers several advantages, such as the power and resources of the state and the potential for governance across larger areas. Bottom-up governance empowers members of civil society by involving them directly, either as autonomous decision makers or as partners with government. Experience with marine governance shows the need to find in each case an effective balance between top-down governance and distributed, localized bottom-up institutions (Wilson 2009). Considerable literature addresses expansion from local interventions, such as small MPAs (individual coral reefs or bays) to regional or international networks of MPAs (Mahon et al. 2010). Ecological, social, or political aspects of marine conservation or fisheries management often require scaling up because MPA governance is often linked with governance over larger areas affecting fisheries, aquarium trade, transportation, polluting activities, and mineral exploitation. A shift in the other direction, from extensive, centralized interventions to interventions in smaller social, political, and ecological units, can be critical to success (Christie et al. 2009). In some circumstances, scaling down may be warranted by ecological phenomena such as spawning aggregations or local populations of a species (Wilson 2002), and it may also be more appropriate to programs that engage local communities by granting territorial use rights in exchange for adopting conservation measures, as in the benthic coastal fisheries of Chile and Mexico (Defeo & Castilla 2005; Ponce-Diáz et al. 2009). Scaling down, however, must minimize situations in which local priorities undermine more spatially extensive, longer-term conservation objectives (Jones et al. 2011). The integration of central and local institutions through a nested hierarchy seems critical (Sievanen et al. 2011), particularly to address the challenges raised by increasing or decreasing the spatial and temporal extents of governance. A recent analysis of MPA governance undertaken through the United Nations Environment Programme (UNEP) (Jones et al. 2011) suggests that the effectiveness of governance depends on institutional diversity. This argument is based on a comparison of 20 MPAs worldwide that shows the effectiveness of combining top-down, bottom-up, and economic-incentive approaches to governance. For example, local-community participation can provide detailed knowledge, but top-down structures are often essential for taking into account knowledge of ecological linkages across larger areas and more time (Cudney Bueno & Basurto 2009). The UNEP study identified five categories of incentives for improving MPA governance: participative, legal, interpretative, knowledge, and economic. Participative incentives encourage a wide range of stakeholders to collaborate in planning and ensure broader cooperation with the program. Such collaboration or comanagement has proved effective in coordinating both top-down and bottom-up governance of MPAs. Comanagement refers to partnerships between local resource users and governments. It is accepted as a viable approach to ocean governance, particularly for less migratory fisheries on which local coastal communities depend (Wilson et al. 2003; Defeo & Castilla 2005; Gutiérrez et al. 2011). Comanagement brings experience-based and traditional knowledge, the legitimacy of rules developed democratically, and the strength of local institutions together with the powers and resources of centralized governments. Legal incentives provide the legal framework for MPAs, the general and specific use restrictions, and the roles and responsibilities of different parties. These incentives operate from the top down (e.g., national laws and authorities) and bottom up (e.g., local laws supporting local rights of access to the MPA). For example, local-community participation provides detailed knowledge and increases the probability of compliance, but a strong legal framework for enforcement is also essential to the willingness of community members to participate. Interpretative incentives address the need to communicate the rationale and expected results of an MPA. Knowledge incentives lead to improvements in scientific information relevant to the MPA, including local and traditional knowledge and independent advice or arbitration in the face of conflicting information. Economic incentives can be particularly important for gaining the support of local stakeholders. No-take MPAs often provide direct benefits to local people through restored fish stocks (Mascia et al. 2010), but that outcome is uncertain and local people may lose subsistence, recreational, or commercial rights. Economic incentives may directly compensate lost opportunities or offer new jobs, including work with tourism, diving, or other activities allowed in the MPA. Direct monetary compensation is difficult because reliable information on the particular users of a given marine area is often limited. It is possible, however, to implement comprehensive compensation, as shown for the Great Barrier Reef of Australia (Olsson et al. 2008), but the amount of compensation claimed was 20 times greater than had been anticipated (Macintosh et al. 2010). Market-based tools for governance could allow the rights of local people to be purchased or leased by outsiders who wish to create MPAs, and these may be economic incentives for local people if they hold exclusive property rights. Two examples would be individual transferable catch quotas or community concessions for fishing grounds or species. Another option is using ecocertification for the fisheries in an area that includes an MPA. This incentive provides higher prices from consumers willing to pay for sustainably caught seafood, as in the Marine Stewardship Council program. Is it possible to broaden the group of stakeholders that desires to pay for marine conservation? Is there an expanded role for local communities, local and regional nongovernmental organizations and ecotourism businesses, and local and national governments? These groups may value an MPA but lack the means to finance short-term costs. Marine protected areas may restore ecosystem services, but only over the long term. Consequently, widespread use of MPAs and networks of MPAs for marine conservation may depend on the resources of global actors, ranging from large international nongovernmental organizations to private investors. Efforts are underway to adapt for marine ecosystems terrestrial economic incentives for conservation such as payment for watershed services, water-quality trading, and biological diversity offsets (Ecosystem Marketplace 2010; Forest Trends and The Katoomba Group 2010). Whether such payments benefit local stakeholders who may bear the costs of MPA restrictions is one of the equity issues evident in many MPA cases (Jones et al. 2011). Marine protected areas typically function by a process involving multiple stakeholders from different sectors, a vital element that adds a challenging dimension to governance (Jones et al. 2011). The idea of stakeholder engagement is ubiquitous in planning processes but carries the risk of neglecting genuine differences in interest and power. For example, citizens of a coastal town in Costa Rica maintain rights to take turtle eggs in exchange for participating in a government-led program for turtle conservation. The program appears to have protected both turtles and human needs but is increasingly threatened by a noninterventionist approach promoted by national and global conservation groups that also claim the status and rights of stakeholders (Campbell 2007). A central challenge for the future of MPAs is to move from discrete, small MPAs to marine spatial planning or ecosystem-based management for relatively large marine areas that incorporate MPA networks. An illustration is the rezoning of the Great Barrier Reef in Australia, composed of over 2900 individual reefs and 900 islands stretching for over 2600 km. Zoned for multiple uses and degrees of protection (Day 2002), the system is now managed under a plan that has expanded the percentage of no-take areas and compensated commercial fishers and others adversely affected by the no-take areas. Additional measures have also helped safeguard connectivity and other ecological processes, thereby enhancing the resilience of the system in the face of stressors such as crown-of-thorns starfish (Acanthaster planci) outbreaks (McCook et al. 2010). Research on planning for the Great Barrier Reef provides valuable lessons for other MPA and marine spatial planning efforts (Olsson et al. 2008; Day 2011). More such examples at this scale are needed. Among the specific lessons learned or reinforced are the importance of skilled leadership; seizing advantage of windows of opportunity for political support; strong legal frameworks, including the potential for cross-sectoral controls; changed interpretations of the reef as an MPA; and a high level of public consultation and participation. Marine protected areas are best seen as tools that complement other approaches to marine resource management. Like terrestrial parks and nature reserves, they can disrupt livelihoods, especially if MPAs provide few tangible benefits to local people. They also attract scientists, tourists, and others, creating a richer and more complex system for governance and some successes in marine conservation and restoration. Today, more effort is being devoted to creating networks of MPAs to enhance connectivity. A risk is that MPAs will become too large, losing the benefits of comanaged arrangements. Widespread threats such as climate change may require, however, even further increases in the size of protected areas—or significant shifts in where they are located. Remaining is the task of fully integrating MPAs into fisheries management, as would seem logical under the rubric of ecosystem-based management. The gap between MPAs and fisheries management may benefit from marine spatial planning (Agardy et al. 2011). Marine spatial planning can become the forum for compromises between those who seek restoration to more pristine ecosystems and those who seek sustained seafood production. In relation to the latter, we believe future fisheries management should include efforts to develop more spatially explicit approaches, consistent with ecosystem-based management and marine spatial planning. These approaches include temporary and rotating closures and use of the term managed areas or fisheries sanctuaries rather than protected areas. Regardless of the nomenclature, spatially defined or place-based management efforts in the ocean can benefit all parties.",Bonnie J. McCay; Peter Jones,2011.0,Conservation Biology,10.1111/j.1523-1739.2011.01771.x,https://openalex.org/W1593353733,,included,
OpenAlex,Future studies Fisheries Research,Where technology meets ecology: acoustic telemetry in contemporary Australian aquatic research and management,"Acoustic telemetry is used to investigate a diverse suite of questions regarding the biology and ecology of a range of aquatic species, and is an important tool for fisheries and conversation management. Herein we present a brief review of the Australian acoustic telemetry literature in the context of key areas of progress, drawing from several recent studies and identifying areas for future progress. Acoustic telemetry has been increasingly used in Australia over the past decade. This has included substantial investment in a national acoustic array and the associated development of a national acoustic telemetry database that enables tag deployment and detection data to be shared among researchers (the Integrated Marine Observing System Animal Tracking Facility). Acoustic telemetry has contributed to important areas of management, including public safety, design and management of marine protected areas, the use of closures in fisheries management, informing environmental flow regimes and the impacts of fisheries enhancements, and is most powerful when used as a complementary tool. However, individual variability in movement often confounds our ability to draw general conclusions when attempting to characterise broad-scale patterns, and more work is required to address this issue. This overview provides insight into the important role that acoustic telemetry plays in the research and management of Australian aquatic ecosystems. Application of the technology transcends aquatic environments and bureaucracies, and the patterns revealed are relevant to many of the contemporary challenges facing decision makers with oversight of aquatic populations or ecosystems.",Matthew D. Taylor; Russell C. Babcock; Colin A. Simpfendorfer; David A. Crook,2017.0,Marine and Freshwater Research,10.1071/mf17054,https://openalex.org/W2739714363,,included,
OpenAlex,Future studies Fisheries Research,"Population dynamics and predictions in the Isle of Man fishery for the great scallop, Pecten maximus L.","Abstract There has been a fishery for the great scallop, Pecten maximus, around the Isle of Man, since 1937. Research up to the end of the 1980s suggested that these scallop stocks were in continuous decline. The fishery is now largely dependent on the strength of each recruiting year-class, placing it at considerable risk from recruitment failure. This study utilised data on the spat settlement, age structure, abundance and commercial catch rates of scallops, collected between 1975 and 2001, to examine recent population dynamics and the potential for predicting future catch rates. Spat settlement was generally low, but there were two exceptionally strong year-classes. Surveys of the stock revealed high exploitation rates during each fishing season (November to May inclusive) with variable recovery due to recruitment by the following October. In 1997/1998, scallop catch rates reached a 20-year high on several grounds and have generally remained high since. The strong spat settlements in 1989 and particularly 1994 were largely responsible for recent rises in catch rates, although the maintenance of high catch rates between 1999 and 2001 has occurred despite poor spat settlement between 1995 and 2000. Within stock surveys, the density of 2-year-old scallops was generally an accurate predictor of the density of 3- and 4-year-old scallops, 1–2 years later. The nature and strength of these relationships varied considerably between fishing grounds due to spatial variation in both scallop biology and patterns of exploitation. Results from fishery independent surveys did not always correlate well with commercial catch rates, however, suggesting the need for an expansion of the survey on some grounds. Overall, our study indicated that current levels of exploitation appear to be sustainable in the Isle of Man scallop fishery. Our results also demonstrated that monitoring of both spat settlement and the abundance of juveniles has considerable potential for predicting future catch rates of commercial sized scallops.",Bryce D. Stewart; Matthew W. J. Mosley; A.R. Brand,2003.0,ICES Journal of Marine Science,10.1016/s1054-3139(03)00005-5,https://openalex.org/W2020877252,,included,
OpenAlex,Future studies Fisheries Research,Blue economy policy for sustainable fisheries in Indonesia,"Abstract Climate change has detrimental impacts on the ocean such as ocean acidification, the occurrence of extreme weather, increasing frequency of storms, and sea level and temperature rise, which will threaten the marine ecosystem existence and threaten the marine economic potential. Indonesia, with 6.4 million km2 area of waters, hold enormous fisheries potential wealth and enormous potential economic value. Data from the Marine and Fisheries Ministry notes that the marine economic potential reaches IDR 3000 trillion and there only IDR 291.8 trillion of the total potency that already gained. Sustainable fisheries development must be in accordance with the development principles that benefit the present generation but still pay attention to sustainability for future generations. Blue economy policies and programs become the right and effective approach for marine development to encourage optimal and sustainable utilization and exploitation of fisheries resources. This research is a legal research by using statute approach to relevant legal materials. This study aims to integrate the blue economy principle in to marine and fisheries policies and reconstruct the existing policies. The result of this study is a proposed model of blue economy-based policy to get a sustainable national marine and fisheries management.",D A A Sari; Siti Muslimah,2020.0,IOP Conference Series Earth and Environmental Science,10.1088/1755-1315/423/1/012051,https://openalex.org/W2998747667,,included,
